city,date,card_type,exp_type,gender,amount_raw,amount_norm,day_of_week,month,week_number,year,card_type_encoded,gender_encoded,city_encoded,exp_type_encoded
"Hyderabad, India",2014-09-06,Signature,Fuel,M,24790,0.023854846991992553,5,9,36,2014,2,1,193,3
"Greater Mumbai, India",2014-09-06,Silver,Grocery,M,276284,0.2760873838599419,5,9,36,2014,3,1,170,4
"Delhi, India",2014-09-06,Platinum,Entertainment,F,91625,0.09088611454338302,5,9,36,2014,1,0,126,1
"Pune, India",2014-09-06,Silver,Food,F,163355,0.16282675674374567,5,9,36,2014,3,0,584,2
"Gobichettipalayam, India",2014-09-06,Silver,Bills,F,80032,0.07925907055859557,5,9,36,2014,3,0,163,0
"Anjar, India",2014-09-06,Platinum,Food,F,113262,0.1125866537220983,5,9,36,2014,1,0,33,2
"Delhi, India",2014-09-06,Platinum,Bills,F,176341,0.17585089141004862,5,9,36,2014,1,0,126,0
"Delhi, India",2014-09-06,Gold,Entertainment,F,109614,0.10892794101128103,5,9,36,2014,0,0,126,1
"Bengaluru, India",2014-09-06,Silver,Entertainment,F,63176,0.06235357125663944,5,9,36,2014,3,0,71,1
"Greater Mumbai, India",2014-09-06,Platinum,Food,F,170287,0.16977911324357717,5,9,36,2014,1,0,170,2
"Lucknow, India",2014-09-06,Gold,Food,M,171521,0.1710167370059534,5,9,36,2014,0,1,300,2
"Greater Mumbai, India",2014-09-06,Gold,Grocery,M,1099,9.427604024583999e-05,5,9,36,2014,0,1,170,4
"Bengaluru, India",2014-09-06,Gold,Food,M,73143,0.07234984033249355,5,9,36,2014,0,1,71,2
"Delhi, India",2014-09-06,Platinum,Fuel,F,164430,0.16390491358698267,5,9,36,2014,1,0,126,3
"Bengaluru, India",2014-09-06,Silver,Food,M,184522,0.18405591572123176,5,9,36,2014,3,1,71,2
"Greater Mumbai, India",2014-09-06,Signature,Fuel,M,172137,0.17163454595054317,5,9,36,2014,2,1,170,3
"Jaipur, India",2014-09-06,Platinum,Entertainment,F,117092,0.11642790089381709,5,9,36,2014,1,0,203,1
"Bengaluru, India",2014-09-06,Signature,Grocery,F,260751,0.26050876967761605,5,9,36,2014,2,0,71,4
"Bengaluru, India",2014-09-07,Platinum,Bills,F,61758,0.060931407160164965,6,9,36,2014,1,0,71,0
"Mahnar Bazar, India",2014-09-07,Signature,Food,F,7917,0.006932297767864307,6,9,36,2014,2,0,322,2
"Kunnamkulam, India",2014-09-07,Silver,Entertainment,M,189349,0.18889709068151547,6,9,36,2014,3,1,277,1
"Delhi, India",2014-09-07,Silver,Food,F,152317,0.151756342571048,6,9,36,2014,3,0,126,2
"Greater Mumbai, India",2014-09-07,Platinum,Entertainment,F,209150,0.2087562382656418,6,9,36,2014,1,0,170,1
"Lucknow, India",2014-09-07,Gold,Grocery,M,250561,0.25028884574032767,6,9,36,2014,0,1,300,4
"Jaipur, India",2014-09-07,Signature,Food,M,252372,0.25210516391995763,6,9,36,2014,2,1,203,2
"Chirala, India",2014-09-07,Gold,Fuel,F,169300,0.16878921482099585,6,9,36,2014,0,0,113,3
"Lucknow, India",2014-09-07,Platinum,Fuel,M,128590,0.12795966590176033,6,9,36,2014,1,1,300,3
"Delhi, India",2014-09-07,Signature,Grocery,M,93211,0.09247677198838199,6,9,36,2014,2,1,126,4
"Baleshwar Town, India",2014-09-07,Signature,Bills,M,66487,0.06567429433380939,6,9,36,2014,2,1,55,0
"Ahmedabad, India",2014-09-07,Signature,Bills,F,162055,0.16152293916587768,6,9,36,2014,2,0,8,0
"Delhi, India",2014-09-07,Gold,Bills,M,250241,0.24996790602885247,6,9,36,2014,0,1,126,0
"Chennai, India",2014-09-07,Gold,Grocery,M,276646,0.27645044690854825,6,9,36,2014,0,1,109,4
"Lucknow, India",2014-09-07,Platinum,Entertainment,F,256186,0.2559303641061027,6,9,36,2014,1,0,300,1
"Ahmedabad, India",2014-09-07,Platinum,Entertainment,F,203152,0.20274062454867853,6,9,36,2014,1,0,8,1
"Greater Mumbai, India",2014-09-07,Signature,Entertainment,F,137341,0.1367363640740087,6,9,36,2014,2,0,170,1
"Ahmedabad, India",2014-09-07,Platinum,Fuel,F,224563,0.22421450005616445,6,9,36,2014,1,0,8,3
"Chennai, India",2014-09-07,Platinum,Grocery,F,143490,0.1429034212173243,6,9,36,2014,1,0,109,4
"Delhi, India",2014-09-07,Gold,Food,M,238133,0.2378243496959096,6,9,36,2014,0,1,126,2
"Greater Mumbai, India",2014-09-07,Gold,Fuel,M,84869,0.08411027488486288,6,9,36,2014,0,1,170,3
"Bengaluru, India",2014-09-07,Signature,Food,M,69425,0.06862092205979108,6,9,36,2014,2,1,71,2
"Bengaluru, India",2014-09-07,Gold,Fuel,M,277317,0.2771234173660478,6,9,36,2014,0,1,71,3
"Greater Mumbai, India",2014-09-07,Silver,Entertainment,F,138604,0.13800307299773737,6,9,36,2014,3,0,170,1
"Ahmedabad, India",2014-09-07,Gold,Grocery,M,42120,0.04123573824157132,6,9,36,2014,0,1,8,4
"Delhi, India",2014-09-07,Platinum,Bills,F,848852,0.8503367861097293,6,9,36,2014,1,0,126,0
"Hyderabad, India",2014-09-07,Platinum,Food,F,221374,0.2210161352439944,6,9,36,2014,1,0,193,2
"Ahmedabad, India",2014-09-07,Gold,Grocery,F,231658,0.23133033522152863,6,9,36,2014,0,0,8,4
"Ahmedabad, India",2014-09-07,Silver,Bills,F,670750,0.6717117720686169,6,9,36,2014,3,0,8,0
"Ahmedabad, India",2014-09-07,Signature,Bills,F,293200,0.29305305935779963,6,9,36,2014,2,0,8,0
"Greater Mumbai, India",2014-09-07,Silver,Entertainment,F,258960,0.25871251022995334,6,9,36,2014,3,0,170,1
"Bengaluru, India",2014-09-07,Silver,Grocery,F,177005,0.17651684131135964,6,9,36,2014,3,0,71,4
"Jalandhar, India",2014-09-07,Platinum,Fuel,M,264902,0.2646719594974084,6,9,36,2014,1,1,205,3
"Singrauli, India",2014-09-07,Gold,Bills,F,154683,0.15412929056276778,6,9,36,2014,0,0,776,0
"Merta City, India",2014-09-07,Signature,Entertainment,F,226583,0.22624043198485164,6,9,36,2014,2,0,376,1
"Nilanga, India",2014-09-07,Silver,Grocery,F,220790,0.22043042027055215,6,9,36,2014,3,0,475,4
"Ahmedabad, India",2014-09-07,Signature,Fuel,F,128661,0.1280308744002439,6,9,36,2014,2,0,8,3
"Raisen, India",2014-09-07,Signature,Grocery,M,34016,0.0331079400484619,6,9,36,2014,2,1,603,4
"Tuljapur, India",2014-09-07,Silver,Food,M,209791,0.20939912062519053,6,9,36,2014,3,1,890,2
"Bengaluru, India",2014-09-07,Silver,Food,F,283902,0.2837277548662484,6,9,36,2014,3,0,71,2
"Pune, India",2014-09-07,Signature,Entertainment,F,164382,0.16385677263026138,6,9,36,2014,2,0,584,1
"Lucknow, India",2014-09-07,Gold,Grocery,M,193488,0.1930482452621275,6,9,36,2014,0,1,300,4
"Hyderabad, India",2014-09-07,Gold,Bills,M,179585,0.17910441773512845,6,9,36,2014,0,1,193,0
"Ahmedabad, India",2014-09-07,Platinum,Bills,F,82403,0.08163703323330712,6,9,36,2014,1,0,8,0
"Chennai, India",2014-09-07,Platinum,Food,M,42163,0.0412788645153008,6,9,36,2014,1,1,109,2
"Ahmedabad, India",2014-09-07,Silver,Entertainment,M,248673,0.24839530144262398,6,9,36,2014,3,1,8,1
"Greater Mumbai, India",2014-09-07,Silver,Food,F,193714,0.19327490893335686,6,9,36,2014,3,0,170,2
"Robertsganj, India",2014-09-07,Gold,Food,M,137183,0.1365779000914678,6,9,36,2014,0,1,658,2
"Ahmedabad, India",2014-09-07,Gold,Grocery,F,132128,0.13150805558675802,6,9,36,2014,0,0,8,4
"Greater Mumbai, India",2014-09-08,Platinum,Bills,M,113388,0.11271302373349167,0,9,37,2014,1,1,170,0
"Bengaluru, India",2014-09-08,Signature,Entertainment,M,78691,0.0779141325801948,0,9,37,2014,2,1,71,1
"Kanpur, India",2014-09-08,Signature,Grocery,F,244340,0.24404957716193013,0,9,37,2014,2,0,237,4
"Ahmedabad, India",2014-09-08,Silver,Food,F,214821,0.21444389171494133,0,9,37,2014,3,0,8,2
"Ramagundam, India",2014-09-08,Signature,Fuel,F,12717,0.011746393439992297,0,9,37,2014,2,0,619,3
"Bengaluru, India",2014-09-08,Signature,Grocery,F,208547,0.2081514674968307,0,9,37,2014,2,0,71,4
"Nokha, India",2014-09-08,Signature,Food,M,197694,0.19726659659482965,0,9,37,2014,2,1,481,2
"Bengaluru, India",2014-09-08,Gold,Bills,F,67958,0.06714961406999695,0,9,37,2014,0,0,71,0
"Ahmedabad, India",2014-09-08,Platinum,Entertainment,M,202255,0.2018409904199496,0,9,37,2014,1,1,8,1
"Surat, India",2014-09-08,Gold,Bills,M,42069,0.04118458847505496,0,9,37,2014,0,1,821,0
"Pune, India",2014-09-08,Signature,Grocery,M,94542,0.09381168060079914,0,9,37,2014,2,1,584,4
"Meerut, India",2014-09-08,Gold,Fuel,M,149907,0.1493392653690004,0,9,37,2014,0,1,373,3
"Greater Mumbai, India",2014-09-08,Silver,Entertainment,F,52781,0.05192804531668726,0,9,37,2014,3,0,170,1
"Kanpur, India",2014-09-08,Gold,Entertainment,F,79756,0.07898226005744821,0,9,37,2014,0,0,237,1
"Ranibennur, India",2014-09-08,Signature,Food,F,33396,0.0324861193574787,0,9,37,2014,2,0,635,2
"Ahmedabad, India",2014-09-08,Silver,Bills,F,279580,0.2793930628881365,0,9,37,2014,3,0,8,0
"Mandla, India",2014-09-08,Gold,Food,F,164509,0.1639841455782531,0,9,37,2014,0,0,344,2
"Delhi, India",2014-09-08,Silver,Bills,F,71910,0.07111321950671566,0,9,37,2014,3,0,126,0
"Bengaluru, India",2014-09-08,Silver,Fuel,F,298287,0.29815499783365695,0,9,37,2014,3,0,71,3
"Ahmedabad, India",2014-09-08,Gold,Food,M,120827,0.1201738690886917,0,9,37,2014,0,1,8,2
"Pune, India",2014-09-08,Silver,Food,F,266165,0.2659386684211371,0,9,37,2014,3,0,584,2
"Greater Mumbai, India",2014-09-08,Silver,Fuel,M,114887,0.1142164256944333,0,9,37,2014,3,1,170,3
"Ahmedabad, India",2014-09-08,Signature,Entertainment,F,91960,0.09122209830383363,0,9,37,2014,2,0,8,1
"Delhi, India",2014-09-08,Silver,Bills,F,100036,0.09932181427218897,0,9,37,2014,3,0,126,0
"Delhi, India",2014-09-08,Silver,Grocery,M,276644,0.27644844103535154,0,9,37,2014,3,1,126,4
"Bengaluru, India",2014-09-08,Signature,Food,M,173224,0.17272473803296048,0,9,37,2014,2,1,71,2
"Delhi, India",2014-09-08,Silver,Fuel,M,217458,0.21708863552481664,0,9,37,2014,3,1,126,3
"Manjlegaon, India",2014-09-08,Silver,Grocery,F,31986,0.031071978753791096,0,9,37,2014,3,0,354,4
"Bengaluru, India",2014-09-08,Signature,Grocery,F,91436,0.09069655952629299,0,9,37,2014,2,0,71,4
"Ahmedabad, India",2014-09-08,Silver,Food,M,290987,0.290833560665629,0,9,37,2014,3,1,8,2
"Bengaluru, India",2014-09-08,Gold,Bills,F,249353,0.24907729832950878,0,9,37,2014,0,0,71,0
"Ahmedabad, India",2014-09-08,Gold,Bills,M,87968,0.08721837540318052,0,9,37,2014,0,1,8,0
"Ahmedabad, India",2014-09-08,Platinum,Bills,F,149847,0.14927908917309882,0,9,37,2014,1,0,8,0
"Ahmedabad, India",2014-09-08,Gold,Bills,M,179100,0.17861799348492385,0,9,37,2014,0,1,8,0
"Jaipur, India",2014-09-08,Silver,Food,F,193926,0.19348753149220918,0,9,37,2014,3,0,203,2
"Ahmedabad, India",2014-09-08,Gold,Entertainment,F,155187,0.15463477060834122,0,9,37,2014,0,0,8,1
"Greater Mumbai, India",2014-09-08,Signature,Bills,F,75066,0.07427848741113982,0,9,37,2014,2,0,170,0
"Jaipur, India",2014-09-08,Signature,Fuel,M,235534,0.23521771747677198,0,9,37,2014,2,1,203,3
"Bengaluru, India",2014-09-08,Signature,Food,M,240743,0.2404420142176292,0,9,37,2014,2,1,71,2
"Greater Mumbai, India",2014-09-08,Platinum,Food,M,102352,0.10164461543399073,0,9,37,2014,1,1,170,2
"Shujalpur, India",2014-09-08,Silver,Grocery,M,106714,0.10601942487603704,0,9,37,2014,3,1,758,4
"Delhi, India",2014-09-08,Platinum,Bills,F,281273,0.28109103454915996,0,9,37,2014,1,0,126,0
"Bengaluru, India",2014-09-09,Gold,Food,M,259100,0.25885292135372373,1,9,37,2014,0,1,71,2
"Shenkottai, India",2014-09-09,Signature,Entertainment,F,190052,0.18960215511016254,1,9,37,2014,2,0,740,1
"Greater Mumbai, India",2014-09-09,Platinum,Entertainment,M,202911,0.20249891682847376,1,9,37,2014,1,1,170,1
"Ahmedabad, India",2014-09-09,Silver,Entertainment,F,60639,0.059809121106600124,1,9,37,2014,3,0,8,1
"Greater Mumbai, India",2014-09-09,Signature,Food,F,238815,0.2385083524559911,1,9,37,2014,2,0,170,2
"Kolkata, India",2014-09-09,Silver,Grocery,F,1491,0.0004874271868029591,1,9,37,2014,3,0,267,4
"Lucknow, India",2014-09-09,Silver,Entertainment,M,92819,0.09208362084182486,1,9,37,2014,3,1,300,1
"Greater Mumbai, India",2014-09-09,Signature,Bills,F,274492,0.2742901214756808,1,9,37,2014,2,0,170,0
"Sangareddy, India",2014-09-09,Gold,Fuel,F,153027,0.1524684275558836,1,9,37,2014,0,0,693,3
"Delhi, India",2014-09-09,Platinum,Grocery,F,113266,0.11259066546849174,1,9,37,2014,1,0,126,4
"Delhi, India",2014-09-09,Platinum,Food,F,217217,0.2168469278046119,1,9,37,2014,1,0,126,2
"Ahmedabad, India",2014-09-09,Gold,Bills,M,278819,0.2786298281367845,1,9,37,2014,0,1,8,0
"Bengaluru, India",2014-09-09,Platinum,Bills,F,71214,0.0704151756342571,1,9,37,2014,1,0,71,0
"Delhi, India",2014-09-09,Signature,Food,M,46182,0.04530966670410964,1,9,37,2014,2,1,126,2
"Greater Mumbai, India",2014-09-09,Gold,Fuel,M,187784,0.18732749490508208,1,9,37,2014,0,1,170,3
"Greater Mumbai, India",2014-09-09,Gold,Entertainment,F,46471,0.045599515381035675,1,9,37,2014,0,0,170,1
"Delhi, India",2014-09-09,Gold,Food,M,215978,0.21560428935924386,1,9,37,2014,0,1,126,2
"Kolkata, India",2014-09-09,Signature,Entertainment,M,137973,0.1373702200041722,1,9,37,2014,2,1,267,1
"Mandvi, India",2014-09-09,Platinum,Food,F,14769,0.013804419339827014,1,9,37,2014,1,0,346,2
"Delhi, India",2014-09-09,Gold,Fuel,M,135962,0.13535331450487026,1,9,37,2014,0,1,126,3
"Koratla, India",2014-09-09,Gold,Fuel,M,24819,0.023883932153344993,1,9,37,2014,0,1,269,3
"Markapur, India",2014-09-09,Silver,Fuel,F,154558,0.15400392348797276,1,9,37,2014,3,0,363,3
"Ahmedabad, India",2014-09-09,Platinum,Entertainment,F,107827,0.10713569331001171,1,9,37,2014,1,0,8,1
"Kolkata, India",2014-09-09,Signature,Fuel,F,271705,0.2714949371760515,1,9,37,2014,2,0,267,3
"Gwalior, India",2014-09-09,Platinum,Bills,F,163992,0.16346562735690098,1,9,37,2014,1,0,179,0
"Ahmedabad, India",2014-09-09,Platinum,Grocery,M,158098,0.15755431904616715,1,9,37,2014,1,1,8,4
"Tenali, India",2014-09-09,Signature,Bills,M,224099,0.2237491374745254,1,9,37,2014,2,1,844,0
"Mahuva, India",2014-09-09,Gold,Bills,M,222622,0.22226780011874767,1,9,37,2014,0,1,323,0
"Rajagangapur, India",2014-09-09,Signature,Food,M,165047,0.1645237254681708,1,9,37,2014,2,1,605,2
"Surat, India",2014-09-09,Gold,Food,F,72175,0.07137899770528107,1,9,37,2014,0,0,821,2
"Udupi, India",2014-09-09,Gold,Entertainment,M,105855,0.1051579023380458,1,9,37,2014,0,1,903,1
"Bengaluru, India",2014-09-09,Signature,Bills,F,102056,0.10134774620087617,1,9,37,2014,2,0,71,0
"Dumka, India",2014-09-09,Silver,Bills,M,236147,0.23583251761156665,1,9,37,2014,3,1,140,0
"Rayagada, India",2014-09-09,Gold,Fuel,F,113126,0.11245025434472135,1,9,37,2014,0,0,650,3
"Bengaluru, India",2014-09-09,Signature,Food,F,162893,0.16236340003530336,1,9,37,2014,2,0,71,2
"Chennai, India",2014-09-09,Gold,Fuel,M,158857,0.1583155479243224,1,9,37,2014,0,1,109,3
"Mandvi, India",2014-09-09,Gold,Fuel,F,238717,0.23841006466935186,1,9,37,2014,0,0,346,3
"Jangaon, India",2014-09-09,Platinum,Entertainment,F,211191,0.21080323186289454,1,9,37,2014,1,0,213,1
"Araria, India",2014-09-09,Platinum,Grocery,M,56763,0.055921738851356775,1,9,37,2014,1,1,37,4
"Surat, India",2014-09-09,Gold,Travel,M,50397,0.04953704446619703,1,9,37,2014,0,1,821,5
"Rampurhat, India",2014-09-09,Platinum,Food,F,44239,0.043360960893496156,1,9,37,2014,1,0,630,2
"Pune, India",2014-09-09,Silver,Fuel,M,79872,0.07909860070285797,1,9,37,2014,3,1,584,3
"Tezpur, India",2014-09-09,Gold,Bills,M,285402,0.2852321597637884,1,9,37,2014,0,1,847,0
"Jaipur, India",2014-09-09,Gold,Food,M,100846,0.10013419291686057,1,9,37,2014,0,1,203,2
"Titlagarh, India",2014-09-09,Silver,Food,M,100878,0.10016628688800809,1,9,37,2014,3,1,886,2
"Hyderabad, India",2014-09-10,Silver,Grocery,M,185229,0.18476499189627227,2,9,37,2014,3,1,193,4
"Manglaur, India",2014-09-10,Platinum,Grocery,F,93065,0.09233034324502143,2,9,37,2014,1,0,351,4
"Bengaluru, India",2014-09-10,Silver,Food,F,108296,0.10760607057464255,2,9,37,2014,3,0,71,2
"Delhi, India",2014-09-10,Platinum,Bills,M,187569,0.18711186353643466,2,9,37,2014,1,1,126,0
"Greater Mumbai, India",2014-09-10,Silver,Entertainment,M,117600,0.11693739268578397,2,9,37,2014,3,1,170,1
"Delhi, India",2014-09-10,Silver,Fuel,F,288639,0.2884786655326797,2,9,37,2014,3,0,126,3
"Veraval, India",2014-09-10,Platinum,Food,F,35175,0.034270343565961134,2,9,37,2014,1,0,941,2
"Ahmedabad, India",2014-09-10,Platinum,Food,F,67514,0.06670431022032511,2,9,37,2014,1,0,8,2
"Ahmedabad, India",2014-09-10,Signature,Bills,F,203194,0.20278274788580963,2,9,37,2014,2,0,8,0
"Chennai, India",2014-09-10,Platinum,Entertainment,M,76626,0.07584306850458142,2,9,37,2014,1,1,109,1
"Pulgaon, India",2014-09-10,Gold,Bills,M,70788,0.06998792464335575,2,9,37,2014,0,1,580,0
"Delhi, India",2014-09-10,Platinum,Fuel,F,280703,0.28051936068809474,2,9,37,2014,1,0,126,3
"Lucknow, India",2014-09-10,Gold,Entertainment,M,294974,0.2948322688832903,2,9,37,2014,0,1,300,1
"Bengaluru, India",2014-09-10,Gold,Food,F,52938,0.052085506362629784,2,9,37,2014,0,0,71,2
"Greater Mumbai, India",2014-09-10,Signature,Bills,M,137812,0.13720874721183624,2,9,37,2014,2,1,170,0
"Delhi, India",2014-09-10,Silver,Fuel,F,282223,0.28204382431760194,2,9,37,2014,3,0,126,3
"Jaipur, India",2014-09-10,Platinum,Food,F,46301,0.045429016159314474,2,9,37,2014,1,0,203,2
"Lucknow, India",2014-09-10,Platinum,Grocery,F,226359,0.22601577418681898,2,9,37,2014,1,0,300,4
"Ahmedabad, India",2014-09-10,Silver,Food,F,58509,0.05767286615209333,2,9,37,2014,3,0,8,2
"Bengaluru, India",2014-09-10,Gold,Food,F,253183,0.2529185455012276,2,9,37,2014,0,0,71,2
"Rajnandgaon, India",2014-09-10,Silver,Food,F,151260,0.1506962385865815,2,9,37,2014,3,0,613,2
"Anand, India",2014-09-10,Gold,Fuel,F,179683,0.17920270552176773,2,9,37,2014,0,0,29,3
"Ahmedabad, India",2014-09-10,Signature,Fuel,M,292496,0.2923469919925542,2,9,37,2014,2,1,8,3
"Kolkata, India",2014-09-10,Gold,Food,F,68737,0.0679309016801194,2,9,37,2014,0,0,267,2
"Pathri, India",2014-09-10,Signature,Grocery,M,37992,0.03709561596354125,2,9,37,2014,2,1,534,4
"Greater Mumbai, India",2014-09-10,Gold,Entertainment,M,129959,0.1293326861049152,2,9,37,2014,0,1,170,1
"Delhi, India",2014-09-10,Signature,Grocery,M,75247,0.07446001893544298,2,9,37,2014,2,1,126,4
"Ahmedabad, India",2014-09-10,Gold,Fuel,M,259656,0.25941055410241187,2,9,37,2014,0,1,8,3
"Lucknow, India",2014-09-10,Signature,Fuel,M,25245,0.02431118314424635,2,9,37,2014,2,1,300,3
"Soron, India",2014-09-10,Gold,Entertainment,M,250113,0.24983953014426238,2,9,37,2014,0,1,802,1
"Ahmedabad, India",2014-09-10,Signature,Grocery,F,226461,0.2261180737198517,2,9,37,2014,2,0,8,4
"Bengaluru, India",2014-09-10,Gold,Entertainment,M,284590,0.28441777524592005,2,9,37,2014,0,1,71,1
"Delhi, India",2014-09-10,Signature,Bills,F,165489,0.16496702344464592,2,9,37,2014,2,0,126,0
"Pune, India",2014-09-10,Signature,Fuel,F,28246,0.027320995875924705,2,9,37,2014,2,0,584,3
"Sedam, India",2014-09-10,Platinum,Food,F,294249,0.2941051398494793,2,9,37,2014,1,0,720,2
"Padrauna, India",2014-09-10,Platinum,Fuel,F,240739,0.24043800247123576,2,9,37,2014,1,0,495,3
"Shahpur, India",2014-09-10,Signature,Bills,F,4775,0.0037810709758171928,2,9,37,2014,2,0,733,0
"Lucknow, India",2014-09-11,Silver,Entertainment,F,159007,0.15846598841407641,3,9,37,2014,3,0,300,1
"Delhi, India",2014-09-11,Silver,Food,F,230149,0.22981690389460338,3,9,37,2014,3,0,126,2
"Pune, India",2014-09-11,Platinum,Entertainment,M,133312,0.13269553251921626,3,9,37,2014,1,1,584,1
"Delhi, India",2014-09-11,Platinum,Food,F,163837,0.1633101721841552,3,9,37,2014,1,0,126,2
"Diphu, India",2014-09-11,Gold,Bills,F,247436,0.24715466887045268,3,9,37,2014,0,0,139,0
"Ahmedabad, India",2014-09-11,Signature,Bills,M,80225,0.07945263732207905,3,9,37,2014,2,1,8,0
"Delhi, India",2014-09-11,Gold,Grocery,M,244563,0.2442732320233644,3,9,37,2014,0,1,126,4
"Sivakasi, India",2014-09-11,Platinum,Grocery,M,197718,0.1972906670731903,3,9,37,2014,1,1,791,4
"Bengaluru, India",2014-09-11,Gold,Bills,F,66229,0.06541553669143252,3,9,37,2014,0,0,71,0
"Bengaluru, India",2014-09-11,Gold,Grocery,M,270143,0.2699283502094132,3,9,37,2014,0,1,71,4
"Bengaluru, India",2014-09-11,Gold,Entertainment,M,296195,0.29605685446988783,3,9,37,2014,0,1,71,1
"Nandivaram-Guduvancheri, India",2014-09-11,Platinum,Bills,M,137477,0.13687276345138563,3,9,37,2014,1,1,433,0
"Greater Mumbai, India",2014-09-11,Platinum,Grocery,F,111607,0.1109267936518125,3,9,37,2014,1,0,170,4
"Pune, India",2014-09-11,Signature,Entertainment,F,3816,0.0028192547779899548,3,9,37,2014,2,0,584,1
"Lucknow, India",2014-09-11,Gold,Fuel,M,39962,0.03907140106231045,3,9,37,2014,0,1,300,3
"Delhi, India",2014-09-11,Silver,Grocery,F,29685,0.028764221640964743,3,9,37,2014,3,0,126,4
"Greater Mumbai, India",2014-09-11,Silver,Entertainment,F,82021,0.0812539114527336,3,9,37,2014,3,0,170,1
"Bengaluru, India",2014-09-11,Silver,Food,M,208914,0.20851954522842883,3,9,37,2014,3,1,71,2
"Delhi, India",2014-09-11,Signature,Fuel,M,249916,0.2496419516343855,3,9,37,2014,2,1,126,3
"Greater Mumbai, India",2014-09-11,Silver,Bills,F,261257,0.26101625559638625,3,9,37,2014,3,0,170,0
"Greater Mumbai, India",2014-09-11,Gold,Bills,M,216237,0.2158640499382191,3,9,37,2014,0,1,170,0
"Bengaluru, India",2014-09-11,Platinum,Entertainment,F,230605,0.23027424298345553,3,9,37,2014,1,0,71,1
"Surat, India",2014-09-11,Signature,Food,M,160069,0.15953110708153473,3,9,37,2014,2,1,821,2
"Delhi, India",2014-09-11,Silver,Fuel,F,129850,0.12922336601569392,3,9,37,2014,3,0,126,3
"Ahmedabad, India",2014-09-11,Signature,Food,M,232555,0.23222996935025753,3,9,37,2014,2,1,8,2
"Kolkata, India",2014-09-11,Silver,Bills,F,239481,0.23917630823049887,3,9,37,2014,3,0,267,0
"Delhi, India",2014-09-11,Gold,Fuel,F,212016,0.21163065455654154,3,9,37,2014,0,0,126,3
"Rabkavi Banhatti, India",2014-09-11,Gold,Fuel,M,250770,0.25049845948938493,3,9,37,2014,0,1,594,3
"Delhi, India",2014-09-11,Gold,Food,M,115908,0.11524042396135886,3,9,37,2014,0,1,126,2
"Lumding, India",2014-09-11,Signature,Grocery,F,180282,0.17980346454418536,3,9,37,2014,2,0,302,4
"Ankleshwar, India",2014-09-11,Gold,Grocery,M,190619,0.19017082016143266,3,9,37,2014,0,1,34,4
"Vrindavan, India",2014-09-11,Gold,Bills,F,202527,0.20211378917470352,3,9,37,2014,0,0,957,0
"Lucknow, India",2014-09-11,Platinum,Food,F,243209,0.24291525586918497,3,9,37,2014,1,0,300,2
"Greater Mumbai, India",2014-09-11,Signature,Grocery,F,235552,0.23523577033554247,3,9,37,2014,2,0,170,4
"Ahmedabad, India",2014-09-11,Signature,Entertainment,F,287466,0.28730222090280344,3,9,37,2014,2,0,8,1
"Surat, India",2014-09-11,Platinum,Bills,F,233296,0.2329731453696423,3,9,37,2014,1,0,821,0
"Delhi, India",2014-09-11,Platinum,Grocery,F,81474,0.08070530513343069,3,9,37,2014,1,0,126,4
"Ahmedabad, India",2014-09-11,Signature,Grocery,M,223887,0.22353651491567308,3,9,37,2014,2,1,8,4
"Lucknow, India",2014-09-11,Signature,Entertainment,F,64910,0.06409266331819567,3,9,37,2014,2,0,300,1
"Chirkunda, India",2014-09-11,Gold,Entertainment,M,128687,0.12805695075180126,3,9,37,2014,0,1,114,1
"Kolkata, India",2014-09-11,Platinum,Entertainment,F,211653,0.21126658857133687,3,9,37,2014,1,0,267,1
"Ahmedabad, India",2014-09-11,Silver,Bills,M,241032,0.24073186289455525,3,9,37,2014,3,1,8,0
"Delhi, India",2014-09-11,Platinum,Food,F,287234,0.2870695396119839,3,9,37,2014,1,0,126,2
"Greater Mumbai, India",2014-09-11,Gold,Entertainment,F,91803,0.0910646372578911,3,9,37,2014,0,0,170,1
"Bengaluru, India",2014-09-11,Gold,Fuel,M,95984,0.09525791517563426,3,9,37,2014,0,1,71,3
"Purulia, India",2014-09-11,Gold,Fuel,F,58643,0.05780725965627357,3,9,37,2014,0,0,590,3
"Delhi, India",2014-09-11,Gold,Entertainment,M,275369,0.2751696968724425,3,9,37,2014,0,1,126,1
"Lucknow, India",2014-09-12,Gold,Grocery,F,109508,0.10882162973185487,4,9,37,2014,0,0,300,4
"Delhi, India",2014-09-12,Signature,Entertainment,M,191863,0.1914184732897925,4,9,37,2014,2,1,126,1
"Panvel, India",2014-09-12,Platinum,Food,M,156587,0.1560388818460452,4,9,37,2014,1,1,519,2
"Kolkata, India",2014-09-12,Signature,Entertainment,M,10646,0.009669311744788741,4,9,37,2014,2,1,267,1
"Bengaluru, India",2014-09-12,Platinum,Fuel,F,20530,0.019582337082978962,4,9,37,2014,1,0,71,3
"Bengaluru, India",2014-09-12,Signature,Food,M,266290,0.2660640354959321,4,9,37,2014,2,1,71,2
"Kolkata, India",2014-09-12,Signature,Grocery,M,216616,0.21624416290899753,4,9,37,2014,2,1,267,4
"Delhi, India",2014-09-12,Gold,Bills,M,168253,0.16773914020251293,4,9,37,2014,0,1,126,0
"Greater Mumbai, India",2014-09-12,Gold,Entertainment,F,242085,0.24178795513262832,4,9,37,2014,0,0,170,1
